1, 19
2, 18
3, 19
4, 19
5, 19
6, 19
7, 19
8, 19
9, 19
10, 19
11, 19
12, 19
13, 19
14, 19
15, 19
16, 20
17, 19
18, 19
19, 19
20, 19
21, 19
22, 19
23, 19
24, 19
25, 19
26, 19
27, 19
28, 19
29, 19
30, 19
31, 19
32, 18
33, 19
34, 19
35, 19
36, 19
37, 19
38, 19
39, 19
40, 19
41, 19
42, 19
43, 19
44, 19
45, 19
46, 19
47, 19
48, 19
49, 19
50, 19
51, 19
52, 19
53, 19
54, 19
55, 20
56, 19
57, 19
58, 19
59, 19
60, 19
61, 19
62, 19
63, 19
64, 19
65, 19
66, 19
67, 19
68, 19
69, 19
70, 19
71, 19
72, 19
73, 19
74, 19
75, 19
76, 19
77, 19
78, 19
79, 19
80, 19
81, 19
82, 19
83, 19
84, 19
85, 19
86, 19
87, 19
88, 19
89, 19
90, 19
91, 19
92, 19
93, 19
94, 19
95, 19
96, 19
97, 19
98, 19
99, 19
100, 19
101, 19
102, 19
103, 19
104, 19
105, 19
106, 19
107, 19
108, 19
109, 19
110, 19
111, 19
112, 19
113, 19
114, 19
115, 19
116, 19
117, 19
118, 19
119, 19
120, 19
121, 19
122, 19
123, 19
124, 19
125, 19
126, 19
127, 19
128, 19
129, 19
130, 19
131, 19
132, 19
133, 19
134, 19
135, 19
136, 19
137, 19
138, 19
139, 19
140, 19
141, 19
142, 19
143, 19
144, 19
145, 19
146, 19
147, 19
148, 19
149, 19
150, 19
151, 19
152, 19
153, 19
154, 19
155, 19
156, 19
157, 19
158, 19
159, 19
160, 19
161, 19
162, 19
163, 19
164, 19
165, 19
166, 19
167, 19
168, 19
169, 19
170, 19
171, 18
172, 19
173, 19
174, 18
175, 19
176, 19
177, 19
178, 19
179, 19
180, 19
181, 19
182, 19
183, 19
184, 19
185, 19
186, 19
187, 19
188, 19
189, 19
190, 19
191, 19
192, 19
193, 19
194, 19
195, 19
196, 19
197, 19
198, 19
199, 19
200, 19
201, 19
202, 19
203, 19
204, 19
205, 19
206, 19
207, 19
208, 19
209, 19
210, 19
211, 19
212, 19
213, 19
214, 19
215, 19
216, 19
217, 19
218, 19
219, 19
220, 19
221, 19
222, 19
223, 19
224, 19
225, 19
226, 19
227, 19
228, 19
229, 19
230, 19
231, 19
232, 19
233, 19
234, 19
235, 19
236, 19
237, 19
238, 19
239, 19
240, 19
241, 19
242, 19
243, 19
244, 19
245, 19
246, 19
247, 19
248, 19
249, 19
250, 19
251, 19
252, 19
253, 19
254, 19
255, 19
256, 19
257, 19
258, 19
259, 19
260, 19
261, 19
262, 19
263, 19
264, 19
265, 19
266, 19
267, 19
268, 19
269, 19
270, 19
271, 19
272, 19
